ID,ArticleURL,ImageURL,TimeStamp,TempDist,KeywordInHeadline,RichContentCaption,FloodSense,ArtClass,ArtSubclass,ArtClassPred,ImgClass,ImgClassPred,BischkeFloodRelated
flood0224,http://www.mizzima.com/news-domestic/floodwaters-swallow-myanmar-pagoda,http://www.mizzima.com/sites/default/files/styles/news_category_large_image/public/news-images/floodwaters-swallow-myanmar-pagoda.jpg?itok=BPtAhxOA,2017-07-25T00:00:00Z,N,True,False,Water,TF,TF,TF,IF,IF,False
flood0225,http://www.mizzima.com/news-domestic/about-600-people-displaced-flood-khamti,http://www.mizzima.com/sites/default/files/styles/news_category_large_image/public/news-images/flood-in-khamti.jpg?itok=9fLnU6bU,2017-07-12T00:00:00Z,N,True,True,Water,TX,TX_mining,TX,IF,IF,True
flood0226,http://www.mizzima.com/news-domestic/yangon-cm-pleased-his-govt%25E2%2580%2599s-work,http://www.mizzima.com/sites/default/files/styles/news_category_large_image/public/news-images/yangon-region-government-cm-phyo-min-thein.jpg?itok=I2p8DbBT,2017-06-10T00:00:00Z,N,False,True,Water,TX,TX,TX,IP,<NA>,False
flood0227,http://www.mizzima.com/news-domestic/rat-attack-thousands-rodents-swarm-myanmar-villages,http://www.mizzima.com/sites/default/files/styles/news_category_large_image/public/news-images/haingyi-island-in-southern-myanmar.jpg?itok=5rOH_VTw,2017-06-07T00:00:00Z,N,False,True,Water,TT,TT,TT,IX,<NA>,False
flood0228,http://www.mizzima.com/news-domestic/heavy-rain-hits-yangon,http://www.mizzima.com/sites/default/files/styles/news_category_large_image/public/news-images/heavy-rain-hits-yangon.jpg?itok=8IELVLy6,2017-06-05T00:00:00Z,N,False,False,Water,TX,TX,TX,IF,IF,True
flood0229,http://www.mizzima.com/news-domestic/local-villagers-fear-coal-mining-expansion-nam-ma,http://www.mizzima.com/sites/default/files/styles/news_category_large_image/public/news-images/coal-mining-site-in-nam-ma-area_0.jpg?itok=Ip8N4EWn,2017-06-03T00:00:00Z,N,False,True,Other,TX,TX_refugees,TX,IX,<NA>,False
flood0230,http://www.mizzima.com/news-domestic/eu-launches-photo-exhibition-yangon,http://www.mizzima.com/sites/default/files/styles/news_category_large_image/public/news-images/eu-launches-photo-exhibition-in-myanmar.jpg?itok=pBWuxRDa,2017-05-27T00:00:00Z,N,False,True,Other,TX,TX_refugees,TX,IX,<NA>,False
flood0231,http://www.mizzima.com/news-domestic/potential-cyclone-threatens-myanmar-amidst-holiday-festivities,http://www.mizzima.com/sites/default/files/styles/news_category_large_image/public/news-images/potential-cyclone-threatens-myanmar-amidst-holiday-festivities.jpg?itok=O_cyyRpm,2017-04-16T00:00:00Z,N,False,True,Water,TX,TX_rohingya,TX,IX,<NA>,False
flood0232,http://www.mizzima.com/news-domestic/20-killed-myanmar-wedding-boat-crash,http://www.mizzima.com/sites/default/files/styles/news_category_large_image/public/news-images/20-killed-in-myanma_-wedding-boat-crash.jpg?itok=LFWcMBiB,2017-04-08T00:00:00Z,N,False,True,Other,TX,TX_violence,TX,IX,<NA>,False
flood0233,http://www.mizzima.com/news-domestic/china-seeks-firearms-myanmar-refugees,http://www.mizzima.com/sites/default/files/styles/news_category_large_image/public/news-images/lincang.jpg?itok=7qfLdq-x,2017-03-24T00:00:00Z,3,False,True,Water,TX,TX,TX,IX,<NA>,False
flood0234,http://www.mizzima.com/news-domestic/more-20000-myanmar-refugees-enter-china,http://www.mizzima.com/sites/default/files/styles/news_category_large_image/public/news-images/residents-who-fled-from-conflict-areas-4.jpg?itok=GUbRvIac,2017-03-10T00:00:00Z,1,False,True,Water,TX,TX,TX,IX,<NA>,False
flood0235,http://www.mizzima.com/news-domestic/thousands-rohingya-refugees-return-myanmar,http://www.mizzima.com/sites/default/files/styles/news_category_large_image/public/news-images/rohingya-muslims-from-myanmar.jpg?itok=7CGyCISz,2017-03-09T00:00:00Z,N,False,True,Water,TX,TX,TX,IX,<NA>,False
flood0236,http://www.mizzima.com/news-domestic/thousands-flee-myanmar-border-town-after-rebel-raid,http://www.mizzima.com/sites/default/files/styles/news_category_large_image/public/news-images/people-flee-from-self-administered-kokang.jpg?itok=_GZxgsxQ,2017-03-08T00:00:00Z,3,False,True,Water,TX,TX,TX,IX,<NA>,False
flood0237,http://www.mizzima.com/news-domestic/honouring-outstanding-women,http://www.mizzima.com/sites/default/files/styles/news_category_large_image/public/news-images/daw-nang-lang-kham.jpg?itok=rwtKaozW,2017-03-04T00:00:00Z,N,False,True,Other,TX,TX_violence,TX,IP,<NA>,False
flood0238,http://www.mizzima.com/news-domestic/myanmar-buddhists-protest-raid-scandal-hit-thai-temple,http://www.mizzima.com/sites/default/files/styles/news_category_large_image/public/news-images/protest-to-show-solidarity-with-thailand-dhammakaya-temple-at-thai-embassy-in-yangon.jpg?itok=1E-N0OPu,2017-02-25T00:00:00Z,1,False,True,Water,TX,TX_refugees,TX,IX,<NA>,False
flood0239,http://www.mizzima.com/news-domestic/myanmar-government-failing-protect-critics-arrest-jail-%25E2%2580%2593-hrw,http://www.mizzima.com/sites/default/files/styles/news_category_large_image/public/news-images/myo-yan-naung-thein-nld.jpg?itok=440mv6uJ,2017-01-25T00:00:00Z,N,False,True,Other,TX,TX_drugs,TX,IX,<NA>,False
flood0240,http://www.mizzima.com/news-domestic/monks-stage-protest-after-court-denies-bail-shine-htet-aung,http://www.mizzima.com/sites/default/files/styles/news_category_large_image/public/news-images/buddhist-monks-protest-outside-thingangyun-township-court.jpg?itok=DMKWL7jC,2017-01-06T00:00:00Z,1,False,True,Other,TX,TX,TX,IX,<NA>,False
flood0240,http://www.mizzima.com/news-domestic/myanmar-denies-report-mass-graves-rakhine,http://www.mizzima.com/sites/default/files/styles/news_category_large_image/public/news-images/dead-bodies-of-hindu-victims-at-ye-baw-kyaw-village.jpg?itok=lsfAielJ,2018-02-03T00:00:00Z,N,False,True,Other,TX,TX,TX,IX,<NA>,False
flood0241,http://www.mizzima.com/news-domestic-regional/hindu-refugees-eagerly-await-return-myanmar,http://www.mizzima.com/sites/default/files/styles/news_category_large_image/public/news-images/hindu-refugees.jpg?itok=Pduut_2L,2018-01-08T00:00:00Z,1,False,True,Water,TX,TX,TX,IX,<NA>,False
flood0242,http://www.mizzima.com/news-domestic/myanmar-opium-crop-shrinks-quarter,http://www.mizzima.com/sites/default/files/styles/news_category_large_image/public/news-images/poppy-field-near-pekon-township-in-shan-state.jpg?itok=sTy_fnvg,2017-12-07T00:00:00Z,N,False,True,Water,TX,TX_rohingya,TX,IX,<NA>,False
flood0243,http://www.mizzima.com/news-domestic/myanmar-photographer-minzayar-oo-receive-martin-adler-prize-2017,http://www.mizzima.com/sites/default/files/styles/news_category_large_image/public/news-images/myanmar-freelance-photographer-minzayar-oo.jpg?itok=jAQiXfk2,2017-10-21T00:00:00Z,N,False,True,Water,TX,TX_rohingya,TX,IP,<NA>,False
flood0244,http://www.mizzima.com/news-domestic/ingos-issue-statement-myanmar-violence,http://www.mizzima.com/sites/default/files/styles/news_category_large_image/public/news-images/smoke-rises-from-sein-nyin-pya-village-in-buthidaung.jpg?itok=GEc304Zj,2017-09-03T00:00:00Z,1,False,True,Water,TF,TF,TF,IX,<NA>,False
flood0245,http://www.mizzima.com/news-domestic-regional/thousands-rohingya-flee-myanmar-bangladesh,http://www.mizzima.com/sites/default/files/styles/news_category_large_image/public/news-images/thousands-of-rohingya-flee-myanmar-for-bangladesh.jpg?itok=BFZ-a7va,2017-08-24T00:00:00Z,2,False,True,Water,TF,TF,TF,IX,<NA>,False
flood0246,http://www.mizzima.com/news-domestic-regional/bangladesh-sends-back-rohingya-boat-carrying-injured,http://www.mizzima.com/sites/default/files/styles/news_category_large_image/public/news-images/bangladesh-coast-guard-personal-stands-guard.jpg?itok=qz-3RW22,2017-08-21T00:00:00Z,N,False,True,Water,TF,TF,TF,IX,<NA>,False
flood0247,http://www.mizzima.com/news-domestic/number-flood-victims-reaches-over-90000,http://www.mizzima.com/sites/default/files/styles/news_category_large_image/public/news-images/number-of-flood-victims-reaches-over-90000.jpg?itok=eIbw86Rg,2018-07-31T00:00:00Z,N,True,False,Water,TX,TX,TX,IX,IF,False
flood0248,http://www.mizzima.com/news-domestic/myanmar-floods-kill-least-10-force-54000-people-homes,http://www.mizzima.com/sites/default/files/styles/news_category_large_image/public/news-images/floodwaters-in-the-bago-region.jpg?itok=mLWHGmLz,2018-07-30T00:00:00Z,N,True,True,Water,TF,TF,TF,IF,IF,True
flood0249,http://www.mizzima.com/news-domestic/bago-city-floods-thousands-flee-homes-across-country,http://www.mizzima.com/sites/default/files/styles/news_category_large_image/public/news-images/bago-city-floods-thousands-flee-homes-across-the-country.jpg?itok=83vr2ERJ,2018-07-28T00:00:00Z,N,True,True,Water,TF,TF,TF,IF,IF,True
flood0250,http://www.mizzima.com/news-domestic/state-counsellor-visits-flood-victims-karen-state,http://www.mizzima.com/sites/default/files/styles/news_category_large_image/public/news-images/state-counsellor-visits-flood-victims-in-karen-state.jpg?itok=Y4t952oD,2018-07-27T00:00:00Z,N,True,False,Water,TF,TF,TF,IP,<NA>,False
flood0251,http://www.mizzima.com/news-domestic/over-16000-forced-flee-flooding,http://www.mizzima.com/sites/default/files/styles/news_category_large_image/public/news-images/myanmar-heavy-monsoon-rains-flood-several-areas-in-kayin-state.jpg?itok=Vn0yo9J5,2018-07-27T00:00:00Z,1,True,True,Water,TF,TF,TF,IF,IF,True
flood0251,http://www.mizzima.com/news-domestic/myanmar-officials-provide-aid-wake-floods,http://www.mizzima.com/sites/default/files/styles/news_category_large_image/public/news-images/flood-in-in-mawlamyine.jpg?itok=r8NXbwcc,2018-06-23T00:00:00Z,N,True,True,Water,TF,TF,TF,IF,IF,True
flood0252,http://www.mizzima.com/news-domestic/landslides-flash-floods-monsoon-batters-southern-myanmar,http://www.mizzima.com/sites/default/files/styles/news_category_large_image/public/news-images/flood-in-mawlamyine-mon-state.jpg?itok=CytOWZWm,2018-06-19T00:00:00Z,1,True,True,Water,TX,TX_rohingya,TX,IF,IF,True
flood0253,http://www.mizzima.com/news-domestic/flash-floods-expected-hit-mon-state,http://www.mizzima.com/sites/default/files/styles/news_category_large_image/public/news-images/flash-floods-expected-to-hit-mon-state.jpg?itok=Pm9XGNBK,2018-06-18T00:00:00Z,N,True,True,Water,TF,TF,TA,IP,IP,False
flood0254,http://www.mizzima.com/news-domestic/refugees-land-myanmar-escape-boat-breaks,http://www.mizzima.com/sites/default/files/styles/news_category_large_image/public/news-images/refugees-land-in-myanmar-as-escape-boat-breaks-up.jpg?itok=Ipi7r4p3,2018-06-14T00:00:00Z,N,False,False,Water,TX,TX,TX,IX,<NA>,False
flood0255,http://www.mizzima.com/news-domestic/first-monsoon-rains-pound-refugee-camps,http://www.mizzima.com/sites/default/files/styles/news_category_large_image/public/news-images/first-monsoon-rains-pound-refugee-camps.jpg?itok=nF7Z7XFO,2018-06-11T00:00:00Z,3,False,True,Other,TX,TX,TX,IF,IP,True
flood0256,http://www.mizzima.com/news-domestic/new-un-envoy-travel-myanmar-next-month,http://www.mizzima.com/sites/default/files/styles/news_category_large_image/public/news-images/christine-schraner-burgener-of-switzerland-epa.jpg?itok=wPmJpZhJ,2018-05-24T00:00:00Z,N,False,True,Water,TA,TA,TF,IP,<NA>,False
flood0257,http://www.mizzima.com/news-domestic/arsa-terrorists-massacred-hindus-last-year%25E2%2580%2599s-turmoil-amnesty,http://www.mizzima.com/sites/default/files/styles/news_category_large_image/public/news-images/arakan-rohingya-salvation-army_2.jpg?itok=jQl9kPNf,2018-05-23T00:00:00Z,N,False,True,Water,TX,TX,TX,IP,<NA>,False
flood0258,http://www.mizzima.com/news/swar-dam-spillway-incurs-losses-over-four-billion-kyats,http://www.mizzima.com/sites/default/files/styles/news_category_large_image/public/news-images/dried-ground-of-the-swar-chaung-dam.jpg?itok=0WuomgJb,2018-09-06T08:45:00Z,1,False,True,Water,TF,TF,TF,IF,IF,True
flood0259,http://www.mizzima.com/news/six-monks-who-protested-and-called-govt-resignation-released-prison,http://www.mizzima.com/sites/default/files/styles/news_category_large_image/public/news-images/six-monks-who-protested-and-called-for-govt-resignation-released-from-prison.jpg?itok=RE8NJ3Xd,2018-09-04T09:00:00Z,N,False,True,Water,TF,TF,TF,IX,<NA>,False
flood0260,http://www.mizzima.com/news/four-dead-three-missing-after-myanmar-dam-overflow,http://www.mizzima.com/sites/default/files/styles/news_category_large_image/public/news-images/flooded-road-in-taungnu.jpg?itok=wDOWEjaa,2018-09-01T09:30:00Z,1,False,True,Water,TF,TF,TF,IF,IF,True
flood0261,http://www.mizzima.com/news/about-25000-affected-flood-taungoo-and-oktwin,http://www.mizzima.com/sites/default/files/styles/news_category_large_image/public/news-images/flood-in-taungoo-and-oktwin.jpg?itok=51pTRjKj,2018-09-01T09:30:00Z,N,True,True,Water,TF,TF,TF,IF,IF,True
flood0262,http://www.mizzima.com/news/rescuers-struggle-reach-stranded-myanmar-dam-flooding,http://www.mizzima.com/sites/default/files/styles/news_category_large_image/public/news-images/floods-in-myanmar-disrupt.jpg?itok=49Ht9osz,2018-08-31T11:00:00Z,1,True,True,Water,TT,TT,TF,IF,IF,True
flood0263,http://www.mizzima.com/news/myanmar-dam-overflow-floods-100-villages,http://www.mizzima.com/sites/default/files/styles/news_category_large_image/public/news-images/damage-of-swar-creek-bridge.jpg?itok=cBsKa-FL,2018-08-30T12:30:00Z,1,True,True,Water,TA,TA,TF,ID,IF,True
flood0264,http://www.mizzima.com/news/new-flood-relief-camps-opened-kayin-state,http://www.mizzima.com/sites/default/files/styles/news_category_large_image/public/news-images/temporary-evacuation-center-at-hpa-an.jpg?itok=ugd4FI9U,2018-08-24T08:00:00Z,1,True,True,Other,TX,TX_drugs,TX,IX,<NA>,False
flood0265,http://www.mizzima.com/news/fishing-community-mon-state-evacuated-after-flooding,http://www.mizzima.com/sites/default/files/styles/news_category_large_image/public/news-images/flooded-street-at-hpa-an.jpg?itok=nGE6zh2E,2018-08-15T05:30:00Z,1,True,True,Other,TX,TX_drugs,TX,IF,IF,True
flood0266,http://www.mizzima.com/article/meth-precursors-fuelling-myanmars-unstoppable-drug-trade,http://www.mizzima.com/sites/default/files/styles/news_category_large_image/public/news-images/wy-ya-ba.jpg?itok=PPsd0qmS,2018-11-08T02:15:00Z,3,False,True,Other,TX,TX_drugs,TX,IX,<NA>,False
flood0267,http://www.mizzima.com/article/myanmar-seizes-heroin-haul-worth-47m-police,http://www.mizzima.com/sites/default/files/styles/news_category_large_image/public/news-images/heroin-haul.jpg?itok=3UOJtiZg,2018-12-11T03:30:00Z,N,False,True,Water,TX,TX_dam,TX,IX,<NA>,True
flood0268,http://www.mizzima.com/article/myanmar-police-seize-massive-haul-meth-pills,http://www.mizzima.com/sites/default/files/styles/news_category_large_image/public/news-images/methamphetamine-or-yaba-tablets-epa.jpg?itok=7cINEBR4,2019-03-05T04:00:00Z,N,False,True,Other,TX,TX_drugs,TX,IX,<NA>,False
flood0269,http://www.mizzima.com/article/call-action-protect-myanmars-rivers,http://www.mizzima.com/sites/default/files/styles/news_category_large_image/public/news-images/international-day-of-action-for-rivers.jpg?itok=AhwCehdv,2019-03-16T05:30:00Z,N,False,False,Water,TX,TX_dam,TX,IX,<NA>,False
flood0270,http://www.mizzima.com/article/myanmar-seizes-largest-crystal-meth-haul-year,http://www.mizzima.com/sites/default/files/styles/news_category_large_image/public/news-images/myanmar_seizes_largest_crystal_meth_haul_this_year.png?itok=CNtHnJm3,2019-04-01T07:45:00Z,N,False,True,Other,TX,TX_drugs,TX,IX,<NA>,False
flood0271,http://www.mizzima.com/article/thousands-protest-china-backed-mega-dam-myanmar,http://www.mizzima.com/sites/default/files/styles/news_category_large_image/public/news-images/people-protest-against-myitsone-dam-project-in-kachin_0.jpg?itok=Z5BtZ7Dt,2019-04-23T02:00:00Z,1,False,True,Water,TG,TG,TG,IX,<NA>,False
flood0271,http://www.mizzima.com/article/myanmar-cop-held-crystal-meth-switch,http://www.mizzima.com/sites/default/files/styles/news_category_large_image/public/news-images/bags-of-methamphetamine-pill-afp_0.jpg?itok=lS89oM2e,2019-06-05T04:00:00Z,N,False,True,Water,TG,TG,TG,IX,<NA>,False
flood0272,http://www.mizzima.com/article/myanmar-announces-national-environment-and-climate-change-policies,http://www.mizzima.com/sites/default/files/styles/news_category_large_image/public/news-images/world-environment-day_0.jpg?itok=cm8thUDk,2019-06-06T04:15:00Z,1,False,True,Water,TP,TP,TP,IP,<NA>,False
flood0272,http://www.mizzima.com/article/more-cyclone-shelters-be-built-ayeyawaddy-region,http://www.mizzima.com/sites/default/files/styles/news_category_large_image/public/news-images/more-cyclone-shelters-to-be-built-in-ayeyawaddy-region.jpg?itok=PMZVGSPb,2019-07-02T02:30:00Z,N,False,True,Water,TP,TP,TP,IX,<NA>,False
flood0273,http://www.mizzima.com/article/flash-flood-warning-issued-mon-state,http://www.mizzima.com/sites/default/files/styles/news_category_large_image/public/news-images/flash-flood-warning-issued-in-mon-state.jpg?itok=xDBpngr2,2019-07-10T03:15:00Z,3,True,True,Water,TT,TT,TT,IF,<NA>,True
flood0274,http://www.mizzima.com/article/thousands-forced-flee-due-flooding,http://www.mizzima.com/sites/default/files/styles/news_category_large_image/public/news-images/flooded-area-beside-the-ayeyarwaddy-river-in-myitkyina.jpg?itok=2SqKBgao,2019-07-16T03:15:00Z,1,True,True,Water,TT,TT,TF,IF,<NA>,True
flood0275,https://www.mmtimes.com/news/ayeyarwady-causes-flooding-mandalay.html,https://www.mmtimes.com/sites/mmtimes.com/files/styles/mmtimes_ratio_c_normal_detail_image/public/news-images/ayeyarwaddy-flood.jpg?itok=Wd8dFuDn,2017-08-23T00:00:00Z,1,True,True,Water,TF,TF,TT,IF,<NA>,True
flood0276,https://www.mmtimes.com/news/no-more-sugar-re-export-licenses-government.html,https://www.mmtimes.com/sites/mmtimes.com/files/styles/mmtimes_ratio_c_normal_detail_image/public/news-images/sugar-cane.jpg?itok=5GgAYgLb,2017-08-24T00:00:00Z,3,False,True,Other,TX,TX,TX,IX,<NA>,False
flood0277,https://www.mmtimes.com/news/ministry-launches-disaster-risk-reduction-drone-mapping-team.html,https://www.mmtimes.com/sites/mmtimes.com/files/styles/mmtimes_ratio_c_normal_detail_image/public/news-images/drone-photo.jpg?itok=svTwPzJc,2017-08-30T00:00:00Z,N,False,True,Water,TX,TX,TP,IX,<NA>,False
flood0278,https://www.mmtimes.com/news/ycdc-budgets-77-million-yangon-flooding.html,https://www.mmtimes.com/sites/mmtimes.com/files/styles/mmtimes_ratio_c_normal_detail_image/public/news-images/flood-in-yangon.jpg?itok=Q0L6PpRS,2017-09-04T00:00:00Z,N,True,True,Water,TL,TL,TX,IF,<NA>,True
flood0279,https://www.mmtimes.com/news/kachin-state-jade-mining-area-get-environment-plan.html,https://www.mmtimes.com/sites/mmtimes.com/files/styles/mmtimes_ratio_c_normal_detail_image/public/news-images/kachin-jade.jpg?itok=f20xjWZZ,2017-09-05T00:00:00Z,2,False,True,Water,TX,TX_mining,TX,IX,<NA>,False
flood0280,https://www.mmtimes.com/news/50-villages-1700-acres-land-destroyed-after-sedawgyi-dam-overflows-mandalay-region.html,https://www.mmtimes.com/sites/mmtimes.com/files/styles/mmtimes_ratio_c_normal_detail_image/public/news-images/region.jpg?itok=JxAxfZyW,2017-10-19T00:00:00Z,N,False,True,Water,TF,TF,TF,IF,IX,True
flood0281,https://www.mmtimes.com/news/dams-threaten-mekong-experts.html,https://www.mmtimes.com/sites/mmtimes.com/files/styles/mmtimes_ratio_c_normal_detail_image/public/news-images/mekong.jpg?itok=iXvi_4ec,2017-10-26T00:00:00Z,N,False,True,Other,TX,TX_dam,TX,IP,<NA>,False
flood0282,https://www.mmtimes.com/news/fao-aims-make-myanmar-farming-climate-change-proof.html,https://www.mmtimes.com/sites/mmtimes.com/files/styles/mmtimes_ratio_c_normal_detail_image/public/news-images/foa.jpg?itok=lFE11u_J,2017-10-31T00:00:00Z,N,False,True,Water,TX,TX_agriculture,TG,IX,<NA>,False
flood0283,https://www.mmtimes.com/news/yangon-counts-sister-city-fukuoka-flood-fight.html,https://www.mmtimes.com/sites/mmtimes.com/files/styles/mmtimes_ratio_c_normal_detail_image/public/news-images/fukuoka.jpg?itok=QrVw9kSF,2017-11-08T00:00:00Z,1,True,True,Water,TX,TX,TX,IP,<NA>,False
flood0284,https://www.mmtimes.com/news/conservation-work-iconic-u-bein-bridge-set-2018.html,https://www.mmtimes.com/sites/mmtimes.com/files/styles/mmtimes_ratio_c_normal_detail_image/public/news-images/u-bein-bridge.jpg?itok=YFl0vPiz,2017-11-15T00:00:00Z,N,False,True,Water,TX,TX,TX,IX,<NA>,True
flood0285,https://www.mmtimes.com/news/festival-travel-season-under-way-myanmar.html,https://www.mmtimes.com/sites/mmtimes.com/files/styles/mmtimes_ratio_c_normal_detail_image/public/news-images/festival.jpg?itok=Sb6mkw4H,2017-11-17T00:00:00Z,1,False,True,Water,TX,TX,TX,IX,<NA>,False
flood0286,https://www.mmtimes.com/news/zarmani-dam-embankment-collapse-forces-out-villagers.html,https://www.mmtimes.com/sites/mmtimes.com/files/styles/mmtimes_ratio_c_normal_detail_image/public/news-images/2-fourth-zarmani-dam-floods.jpg?itok=hgujESMA,2017-11-30T00:00:00Z,1,False,True,Water,TF,TF,TX,IF,<NA>,True
flood0287,https://www.mmtimes.com/news/chinese-longyis-flood-mandalay-market.html,https://www.mmtimes.com/sites/mmtimes.com/files/styles/mmtimes_ratio_c_normal_detail_image/public/news-images/longyi.jpg?itok=kPGQlcgp,2017-12-07T00:00:00Z,3,True,True,Other,TX,TX,TX,IX,<NA>,False
flood0288,https://www.mmtimes.com/news/urban-development-project-commences-upon-approval.html,https://www.mmtimes.com/sites/mmtimes.com/files/styles/mmtimes_ratio_c_normal_detail_image/public/news-images/urban.jpg?itok=Ax1l0urC,2017-12-12T00:00:00Z,N,False,True,Water,TX,TX,TX,IX,<NA>,False
flood0289,https://www.mmtimes.com/news/review-education-sector-2017.html,https://www.mmtimes.com/sites/mmtimes.com/files/styles/mmtimes_ratio_c_normal_detail_image/public/news-images/review-edu-1.jpg?itok=YakB4Na_,2017-12-22T00:00:00Z,2,False,True,Water,TX,TX_education,TX,IX,<NA>,False
flood0290,https://www.mmtimes.com/news/experts-urge-soil-tests-help-buildings-survive-earthquake.html,https://www.mmtimes.com/sites/mmtimes.com/files/styles/mmtimes_ratio_c_normal_detail_image/public/news-images/earthquake_1.jpg?itok=RNGGBHnw,2018-01-26T00:00:00Z,3,False,True,Water,TX,TX,TP,ID,<NA>,False
flood0291,https://www.mmtimes.com/news/measurements-be-made-repair-u-bein-bridge.html,https://www.mmtimes.com/sites/mmtimes.com/files/styles/mmtimes_ratio_c_normal_detail_image/public/news-images/u-bein-bridge_0.jpg?itok=vuMojYBI,2018-02-07T00:00:00Z,N,False,True,Water,TX,TX,TX,IX,<NA>,False
flood0292,https://www.mmtimes.com/news/hidden-gems-nyaung-yan-era-pagodas-are-beaten-track.html,https://www.mmtimes.com/sites/mmtimes.com/files/styles/mmtimes_ratio_c_normal_detail_image/public/news-images/4-second-innwa-pagodas-by-pwk.jpg?itok=ak7l-zkp,2018-02-13T00:00:00Z,N,False,True,Water,TX,TX,TX,IX,<NA>,False
flood0293,https://www.mmtimes.com/news/world-bank-ready-support-disaster-response-efforts.html,https://www.mmtimes.com/sites/mmtimes.com/files/styles/mmtimes_ratio_c_normal_detail_image/public/news-images/world-bank.jpg?itok=kjna_Lk9,2018-02-23T00:00:00Z,3,False,True,Water,TL,TL,TX,ID,<NA>,False
flood0294,https://www.mmtimes.com/news/conservationists-sound-alarm-over-pollution-abuse-wetlands.html,https://www.mmtimes.com/sites/mmtimes.com/files/styles/mmtimes_ratio_c_normal_detail_image/public/news-images/conservationists.jpg?itok=Yk2o-XBx,2018-02-23T00:00:00Z,N,False,True,Water,TX,TX_forest_wetland,TX,IX,<NA>,False
flood0295,https://www.mmtimes.com/news/signs-hydropower-projects-return-spark-fears-shan.html,https://www.mmtimes.com/sites/mmtimes.com/files/styles/mmtimes_ratio_c_normal_detail_image/public/news-images/hyrdopower-1.jpg?itok=lBUJImRL,2018-03-09T00:00:00Z,3,False,True,Water,TX,TX_dam,TX,IX,<NA>,False
flood0296,https://www.mmtimes.com/news/flashfloods-inundate-downtown-yangon.html,https://www.mmtimes.com/sites/mmtimes.com/files/styles/mmtimes_ratio_c_normal_detail_image/public/news-images/flashfloods.jpg?itok=X9bAlHGz,2018-04-04T00:00:00Z,1,True,True,Water,TT,TT,TT,IF,<NA>,True
flood0297,https://www.mmtimes.com/news/top-un-team-pushes-investigation-free-access-aid-agencies-rakhine.html,https://www.mmtimes.com/sites/mmtimes.com/files/styles/mmtimes_ratio_c_normal_detail_image/public/news-images/top_0.jpg?itok=xReFSQs9,2018-05-02T00:00:00Z,N,False,True,Water,TX,TX,TX,IP,<NA>,False
flood0298,https://www.mmtimes.com/news/disaster-prone-myanmar-presses-alert-button-monsoon-looms.html,https://www.mmtimes.com/sites/mmtimes.com/files/styles/mmtimes_ratio_c_normal_detail_image/public/news-images/disaster.jpg?itok=gpR2Q0ED,2018-05-21T00:00:00Z,2,False,True,Water,TP,TP,TX,IX,<NA>,False
flood0299,https://www.mmtimes.com/news/collapse-dam-spillway-sparks-flood-alert-magwe.html,https://www.mmtimes.com/sites/mmtimes.com/files/styles/mmtimes_ratio_c_normal_detail_image/public/news-images/collapse-1.jpg?itok=SNIhd1ei,2018-06-07T00:00:00Z,N,True,True,Water,TF,TF,TF,IF,IF,True
flood0300,https://www.mmtimes.com/news/german-expert-suggests-replacing-over-100-teak-pillars-old-u-bein-bridge.html,https://www.mmtimes.com/sites/mmtimes.com/files/styles/mmtimes_ratio_c_normal_detail_image/public/news-images/german_0.jpg?itok=El6MRjmL,2018-06-12T00:00:00Z,3,False,True,Water,TX,TX,TX,IF,<NA>,True
flood0301,https://www.mmtimes.com/news/heavy-rains-wash-out-portions-highway-rakhine-state.html,https://www.mmtimes.com/sites/mmtimes.com/files/styles/mmtimes_ratio_c_normal_detail_image/public/news-images/heavy.jpg?itok=RUmtLmIh,2018-06-12T00:00:00Z,N,False,True,Water,TF,TF,TF,IF,IF,True
flood0302,https://www.mmtimes.com/news/12-killed-four-missing-due-monsoon.html,https://www.mmtimes.com/sites/mmtimes.com/files/styles/mmtimes_ratio_c_normal_detail_image/public/news-images/monsoon.jpg?itok=8U-vVmha,2018-06-15T00:00:00Z,1,False,True,Water,TF,TF,TA,IX,IX,True
flood0303,https://www.mmtimes.com/news/worst-flooding-40-years-hits-mon-state-hundreds-evacuated.html,https://www.mmtimes.com/sites/mmtimes.com/files/styles/mmtimes_ratio_c_normal_detail_image/public/news-images/worst-1.jpg?itok=ToyGkv7Q,2018-06-18T00:00:00Z,1,True,True,Water,TF,TF,TF,IF,IF,False
flood0304,https://www.mmtimes.com/news/june-floods-kill-19-displace-over-10000.html,https://www.mmtimes.com/sites/mmtimes.com/files/styles/mmtimes_ratio_c_normal_detail_image/public/news-images/june.jpg?itok=ROzOj9HM,2018-06-20T00:00:00Z,N,True,True,Water,TF,TF,TF,IF,IF,True
flood0305,https://www.mmtimes.com/news/people-hold-parties-celebrate-daw-aung-san-suu-kyi-birthday.html,https://www.mmtimes.com/sites/mmtimes.com/files/styles/mmtimes_ratio_c_normal_detail_image/public/news-images/cover_30.jpg?itok=5YOAFjw4,2018-06-20T00:00:00Z,1,False,True,Water,TX,TX,TX,IP,<NA>,False
